id,count_of_events,mean_down_time,mean_up_time,mean_action_time,median_down_time,median_up_time,median_action_time,count_word_count,mean_word_count,median_word_count,idle_word_count,count_cursor_position,mean_cursor_position,median_cursor_position,idle_cursor_position,common_activity,common_up_event,common_down_event,count_input,count_remove,count_nonproduction,count_replace,count_paste,input_back_ratio,cursor_word_ratio,count_pun,count_down_q,count_down_Space,count_down_Backspace,count_down_Shift,count_down_ArrowRight,count_down_Leftclick,count_down_ArrowLeft,count_down_.,"count_down_,",count_down_ArrowDown,count_up_q,count_up_Space,count_up_Backspace,count_up_Shift,count_up_ArrowRight,count_up_Leftclick,count_up_ArrowLeft,count_up_.,"count_up_,",count_up_ArrowDown,score
d70e1baa,3400,836960.2779411764,837080.5747058823,120.29676470588235,880176.0,880254.0,85.0,207,90.3564705882353,83.0,38,1287,567.1614705882353,540.0,618,0,104,105,2595,715,90,0,0,3.629370629370629,6.217391304347826,78,2037,478,715,48,0,41,0,45,20,0,2037,478,715,48,0,41,0,45,20,0,3.5
d74d2c51,2014,328254.61072492553,328367.7745779543,113.16385302879841,332695.5,332817.5,114.0,248,118.47914597815293,121.0,1,1319,611.7298907646475,605.5,0,0,104,105,1633,314,67,0,0,5.2006369426751595,5.318548387096774,30,1311,288,332,43,0,6,0,15,8,0,1311,288,332,43,0,6,0,15,8,0,3.5
d7705d79,3510,627723.7735042735,627833.5717948718,109.79829059829059,556962.5,557089.5,103.0,425,210.57863247863247,210.5,425,2500,1072.7168091168091,1059.5,2498,0,104,105,3028,376,102,4,0,8.053191489361701,5.882352941176471,68,2429,523,378,37,8,51,4,44,20,0,2429,523,378,37,8,51,4,44,20,0,4.5
d7871a2e,7794,943739.207852194,943820.2886836028,81.08083140877598,1086566.0,1086706.5,95.0,630,350.92186297151653,429.5,463,3393,1852.8214010777522,2203.0,2516,0,104,105,5003,1152,1636,3,0,4.342881944444445,5.385714285714286,143,3915,933,1152,1602,0,28,2,50,44,0,3915,933,1152,1602,0,28,2,50,44,0,4.5
d791d36f,8896,1016055.7575314748,1016158.2882194244,102.53068794964028,1126916.0,1127133.0,81.0,408,250.0675584532374,226.0,216,3213,1836.6182553956835,1895.0,634,0,104,105,6129,2702,64,1,0,2.268319763138416,7.875,63,4067,1939,2704,35,2,15,1,16,7,0,4066,1939,2704,35,2,15,1,16,7,0,2.5
d7c03932,2936,933295.6692779291,933388.2997275204,92.63044959128065,905800.0,905899.5,88.0,381,188.37125340599454,198.0,231,2185,1072.5047683923706,1123.5,0,0,104,105,2538,332,64,2,0,7.644578313253012,5.7349081364829395,44,2045,444,332,36,0,18,0,25,8,0,2045,444,332,36,0,18,0,25,8,0,4.5
d7c8a819,3064,831346.4268929504,831434.4947780679,88.06788511749347,894569.0,894672.0,85.0,308,152.35248041775458,150.0,41,1591,769.3276762402089,777.5,1432,0,104,105,2218,646,200,0,0,3.43343653250774,5.165584415584416,56,1726,431,646,163,0,37,0,24,20,0,1726,431,646,163,0,37,0,24,20,0,3.5
d7c8ee51,6552,831008.4407814408,831085.5647130647,77.12393162393163,736784.5,736876.0,70.0,765,411.45604395604397,414.0,288,4584,2229.896978021978,2188.0,2505,0,104,105,5300,695,556,1,0,7.625899280575539,5.992156862745098,172,4126,978,695,135,225,12,150,50,50,7,4126,978,695,135,225,12,150,50,50,7,4.5
d7d0eca0,2980,710950.3177852349,711022.3899328859,72.07214765100672,689652.5,689741.0,62.0,307,149.36241610738256,143.5,42,1781,819.1734899328859,812.0,521,0,104,105,2301,444,232,2,1,5.1824324324324325,5.801302931596092,60,1836,394,429,89,21,94,18,21,17,0,1835,394,429,89,21,94,18,21,17,0,4.5
d7f0b1aa,3677,625400.8852325265,625489.3035082949,88.41827576828936,560436.0,560525.0,88.0,450,219.83791134076694,216.0,332,2908,1282.9738917595866,1177.0,1839,0,104,105,3304,295,77,1,0,11.2,6.4622222222222225,53,2739,509,295,32,0,41,0,27,25,0,2739,509,295,32,0,41,0,27,25,0,5.0
d7f21d96,1973,895062.0861632032,895181.2731880385,119.18702483527623,950251.0,950417.0,96.0,241,126.67511403953371,133.0,162,1427,726.0714647744552,764.0,1056,0,104,105,1666,219,85,3,0,7.607305936073059,5.921161825726141,21,1339,295,219,54,0,30,0,16,3,0,1339,295,219,54,0,30,0,16,3,0,2.0
d80ce807,3281,529703.9244132886,529784.7369704358,80.81255714721122,467570.0,467645.0,75.0,336,181.7744590064005,191.0,221,1846,779.9405669003353,735.0,735,0,104,105,2557,546,168,10,0,4.683150183150183,5.494047619047619,43,2064,450,508,2,2,76,0,20,18,0,2062,450,508,2,2,76,0,20,18,0,3.5
d84f0c52,2612,838771.375957121,838922.7530627871,151.3771056661562,851424.0,851676.0,153.0,230,117.85604900459418,119.0,173,1272,646.5294793261868,673.0,574,0,104,105,1983,560,69,0,0,3.5410714285714286,5.530434782608696,42,1613,317,560,41,0,26,0,20,17,0,1613,317,560,41,0,26,0,20,17,0,4.0
d850861d,5543,1045410.6157315533,1045503.2895543929,92.67382283961753,1083467.0,1083514.0,79.0,362,206.003608154429,206.0,360,1983,892.7934331589393,861.0,552,0,104,105,2935,504,2097,4,3,5.823412698412699,5.4779005524861875,96,2256,561,377,148,1539,10,260,29,29,65,2255,561,377,148,1539,10,260,29,29,65,3.5
d8612276,2972,1223642.5248990578,1223744.7399057874,102.2150067294751,1271032.0,1271156.5,98.0,423,205.99226110363392,210.0,248,2484,1226.0679676985196,1250.5,1488,0,104,105,2710,218,43,1,0,12.431192660550458,5.872340425531915,55,2193,461,218,34,0,7,0,29,18,1,2193,461,218,34,0,7,0,29,18,1,4.0
d86ac6c7,2393,624219.1207689093,624322.360635186,103.2398662766402,380477.0,380594.0,104.0,350,172.2912661930631,171.0,2,2075,1031.9561220225658,1034.0,336,0,104,105,2207,130,56,0,0,16.976923076923075,5.928571428571429,31,1780,386,130,22,2,26,2,18,8,0,1780,386,130,22,2,26,2,18,8,0,4.0
d87acfcd,5388,984793.1792873051,984903.0727542688,109.89346696362287,1028105.0,1028213.0,105.0,576,300.63381588715663,300.0,181,3518,1453.5087230883444,1267.0,1057,0,104,105,4572,716,100,0,0,6.385474860335195,6.107638888888889,71,3734,756,716,50,8,41,1,33,30,0,3734,756,716,50,8,41,1,33,30,0,5.0
d87dea65,5499,814432.7975995636,814516.6612111293,83.86361156573922,758921.0,759007.0,80.0,470,236.66030187306782,241.0,122,2520,1233.3336970358248,1244.0,663,0,104,105,3733,892,865,9,0,4.184977578475336,5.361702127659575,52,3002,679,892,725,0,137,1,22,13,0,3002,679,892,725,0,137,1,22,13,0,3.5
d8871360,2786,479013.63567839196,479147.43216080405,133.7964824120603,488343.0,488465.5,135.0,416,205.79181622397704,204.0,122,2480,1168.1823402727925,1212.5,1,0,104,105,2619,139,28,0,0,18.841726618705035,5.961538461538462,64,2104,441,139,22,0,6,0,16,29,0,2104,441,139,22,0,6,0,16,29,0,4.0
d888ebb7,2093,470814.43143812707,470932.0071667463,117.57572861920688,453765.0,453907.0,117.0,292,157.81414237935977,164.0,280,1575,787.3879598662207,790.0,1525,0,104,105,1815,240,38,0,0,7.5625,5.3938356164383565,34,1445,330,240,20,0,18,0,23,11,0,1445,330,240,20,0,18,0,23,11,0,3.5
d8a426e4,6477,746669.2803767176,746759.4557665586,90.17538984097575,690339.0,690415.0,89.0,626,309.205959549174,317.0,154,3701,1392.2490350470896,1482.0,652,0,104,105,5056,965,445,11,0,5.239378238341969,5.912140575079873,93,4056,899,893,285,14,55,15,31,30,8,4049,899,893,285,14,55,15,31,30,8,5.0
d8ad15e6,2076,592810.9176300578,592942.2572254335,131.33959537572255,487544.0,487646.5,130.0,314,155.67967244701347,157.0,314,1873,904.4990366088632,892.5,1634,0,104,105,1939,73,64,0,0,26.561643835616437,5.964968152866242,40,1564,324,72,27,6,29,1,22,14,1,1564,324,72,27,6,29,1,22,14,1,4.0
d8bae9f7,5793,726095.6191955808,726173.3735542897,77.75435870878647,733895.0,734028.0,71.0,405,196.94389780769896,203.0,243,2362,1037.7395132055929,1063.0,71,0,104,105,3134,755,1904,0,0,4.150993377483443,5.832098765432098,32,2553,539,764,96,1033,22,692,15,10,28,2553,539,764,96,1033,22,692,15,10,28,4.0
d8d596a3,3633,731014.9708230112,731137.988714561,123.01789154968345,646230.0,646358.0,120.0,394,222.6842829617396,249.0,358,2171,1211.597302504817,1360.0,2133,0,104,105,3010,542,79,1,1,5.553505535055351,5.51015228426396,51,2475,477,542,33,0,45,0,28,17,0,2474,477,542,33,0,45,0,28,17,0,4.0
d8d897c8,3988,546136.7477432297,546238.1664994985,101.41875626880642,535433.5,535580.0,103.0,471,228.7592778335005,223.0,424,2659,1294.6436810431294,1251.0,2382,0,104,105,3165,482,339,2,0,6.566390041493776,5.645435244161359,59,2515,581,489,314,0,15,0,20,30,0,2515,581,489,314,0,15,0,20,30,0,4.0
d8e49913,4272,984698.898642322,984803.7373595505,104.83871722846442,1053042.0,1053187.0,101.0,435,193.88155430711612,195.0,3,2393,1064.681179775281,1084.5,2050,0,104,105,3188,802,282,0,0,3.975062344139651,5.501149425287356,52,2538,578,802,103,103,57,19,19,19,0,2538,578,802,103,103,57,19,19,19,0,3.5
d8e53b5b,2008,1222089.547310757,1222227.889940239,138.34262948207171,1284000.0,1284155.0,147.0,299,146.67878486055776,149.0,0,1811,898.8779880478088,909.5,1350,0,104,105,1850,33,125,0,0,56.06060606060606,6.05685618729097,39,1319,459,33,97,0,15,1,24,5,0,1319,459,33,97,0,15,1,24,5,0,2.0
d8edf05d,3949,988506.8789566979,988605.9301088883,99.05115219042796,991750.0,991788.0,101.0,415,202.9511268675614,197.0,246,2398,1187.4327677893139,1180.0,1111,0,104,105,2848,447,653,1,0,6.371364653243848,5.7783132530120485,40,2292,506,447,181,252,17,193,18,11,5,2292,506,447,181,252,17,193,18,11,5,4.0
d931029a,3760,709435.9595744681,709545.2534574468,109.2938829787234,643503.0,643612.5,106.0,538,276.80771276595743,282.0,445,2915,1497.195744680851,1529.0,2371,0,104,105,3302,362,96,0,0,9.121546961325967,5.4182156133829,55,2645,595,362,44,17,18,10,27,19,3,2645,595,362,44,17,18,10,27,19,3,4.5
d93bd869,3975,442858.92603773583,442954.26867924526,95.34264150943396,420116.0,420224.0,95.0,642,311.2108176100629,302.0,641,3407,1552.303144654088,1667.0,1504,0,104,105,3650,247,78,0,0,14.777327935222672,5.306853582554517,54,2901,684,247,56,0,21,0,27,23,0,2901,684,247,56,0,21,0,27,23,0,3.0
d9474286,2486,1011690.1098149638,1011762.9360418343,72.82622687047466,1137683.5,1137748.0,70.0,258,132.64481094127112,122.0,232,1529,765.3439259855189,749.5,1101,0,104,105,1894,363,229,0,0,5.21763085399449,5.926356589147287,44,1516,315,363,205,0,17,0,26,10,0,1516,315,363,205,0,17,0,26,10,0,2.0
d96b5156,2593,972491.2556883919,972577.6166602391,86.36097184728114,990685.0,990759.0,85.0,311,153.50212109525646,149.0,107,1410,722.0262244504435,773.0,385,0,104,105,2023,389,181,0,0,5.200514138817481,4.533762057877814,21,1580,416,389,10,51,9,110,15,6,1,1580,416,389,10,51,9,110,15,6,1,3.0
d9a4b7a5,3049,823656.3355198426,823762.8966874385,106.5611675959331,791912.0,791973.0,97.0,293,136.74581830108232,124.0,65,1673,753.5191866185635,669.0,378,0,104,105,2319,575,155,0,0,4.033043478260869,5.709897610921502,46,1848,408,555,41,14,54,5,17,17,11,1848,408,555,41,14,54,5,17,17,11,4.0
d9e2c66b,4301,661176.1929783771,661267.1599627994,90.96698442222738,640683.0,640766.0,84.0,532,296.2915601023018,298.0,531,2997,1358.9444315275518,1295.0,1056,0,104,105,3493,449,351,8,0,7.779510022271715,5.633458646616542,54,2827,612,449,84,123,101,42,23,28,1,2827,612,449,84,123,101,42,23,28,1,5.5
d9e9abae,4796,934159.4001251042,934254.6269808173,95.22685571309424,907273.5,907365.0,93.0,422,211.70287739783151,222.0,299,2557,1254.7894078398665,1312.0,1788,0,104,105,3804,351,618,23,0,10.837606837606838,6.059241706161138,107,3070,644,341,117,134,1,197,25,50,27,3066,644,341,117,134,1,197,25,50,27,4.0
d9fa0e75,3515,658425.6318634424,658521.1516358464,95.51977240398293,595457.0,595503.0,91.0,469,228.87169274537695,225.0,382,2802,1246.9007112375534,1315.0,1450,0,104,105,3137,252,123,3,0,12.448412698412698,5.974413646055437,60,2545,526,252,32,29,48,13,27,26,0,2544,526,252,32,29,48,13,27,26,0,5.5
d9fec26b,2134,914041.6621368323,914134.1082474227,92.44611059044048,819701.0,819794.0,83.0,242,126.72586691658857,129.0,240,1514,780.9404873477039,781.5,1506,0,104,105,1772,234,126,2,0,7.572649572649572,6.256198347107438,74,1338,353,234,0,0,51,0,38,36,7,1338,353,234,0,0,51,0,38,36,7,1.0
da5a554e,1946,696583.0061664954,696684.5313463515,101.5251798561151,714364.5,714487.0,102.0,216,108.98458376156218,104.0,216,1269,638.2476875642343,606.5,1268,0,104,105,1594,314,38,0,0,5.076433121019108,5.875,19,1280,293,314,30,0,8,0,15,0,0,1280,293,314,30,0,8,0,15,0,0,3.0
da6a74e8,2213,515277.588793493,515352.28377767734,74.69498418436511,451993.0,452109.0,71.0,334,177.30004518752824,178.0,333,1819,954.9968368730231,968.0,997,0,104,105,1986,168,59,0,0,11.821428571428571,5.446107784431137,25,1564,387,168,16,0,43,0,15,1,0,1564,387,168,16,0,43,0,15,1,0,3.5
da70f502,4591,581782.8839032891,581879.0788499238,96.19494663472011,555567.0,555584.0,97.0,488,269.4800697015901,279.0,426,2750,1387.10063167066,1398.0,2397,0,104,105,3600,737,251,3,0,4.884667571234735,5.635245901639344,69,2874,649,737,183,19,45,0,31,17,0,2874,649,737,183,19,45,0,31,17,0,4.0
dac7fdac,1954,783037.6356192426,783133.1857727738,95.55015353121802,760068.5,760200.0,89.0,220,129.985670419652,133.0,211,1343,775.0777891504606,816.0,1293,0,104,105,1593,285,76,0,0,5.589473684210526,6.1045454545454545,27,1293,259,284,13,1,17,1,16,11,33,1293,259,284,13,1,17,1,16,11,33,3.0
dad2b05b,2292,559245.9616055846,559349.587696335,103.6260907504363,456795.0,456855.5,98.0,239,127.49214659685863,134.0,239,1376,663.0632635253054,671.0,1372,0,104,105,1804,433,55,0,0,4.166281755196305,5.7573221757322175,37,1396,367,434,25,0,19,1,17,16,3,1396,367,434,25,0,19,1,17,16,3,3.5
dafae958,3192,903282.3640350878,903395.3161027569,112.95206766917293,865151.0,865272.5,108.0,482,240.18327067669173,247.0,0,2694,1325.157268170426,1360.0,0,0,104,105,2853,159,180,0,0,17.943396226415093,5.589211618257261,37,2288,515,159,146,0,34,0,30,4,0,2288,515,159,146,0,34,0,30,4,0,3.5
db1e3631,1653,469228.17967332125,469350.7380520266,122.55837870538414,365134.0,365279.0,121.0,223,116.82698124621899,118.0,210,1232,644.6666666666666,655.0,1163,0,104,105,1422,186,45,0,0,7.645161290322581,5.524663677130045,21,1147,241,186,15,0,28,2,18,3,0,1147,241,186,15,0,28,2,18,3,0,3.5
db1f9df0,6228,1059361.3978805395,1059458.3259473345,96.92806679511882,1011078.5,1011190.0,102.0,545,330.87556197816315,410.0,427,3298,2050.93978805395,2526.5,603,0,104,105,4780,1379,68,1,0,3.4662799129804207,6.051376146788991,148,3907,719,1366,53,0,15,0,30,34,0,3906,719,1366,53,0,15,0,30,34,0,4.5
db50d9e3,5515,789122.3321849501,789221.0337262013,98.70154125113328,822162.0,822162.0,109.0,564,281.85602901178606,306.0,346,3210,1540.2797824116046,1615.0,1880,0,104,105,3776,565,1174,0,0,6.6831858407079645,5.691489361702128,55,3036,674,565,1142,0,22,0,34,15,5,3036,674,565,1142,0,22,0,34,15,5,5.5
db6c2876,3896,752522.2240759754,752634.1450205339,111.92094455852155,711331.0,711526.0,112.0,522,279.5600616016427,290.0,422,2851,1142.3988706365503,1242.0,286,0,104,105,3397,393,103,3,0,8.643765903307887,5.461685823754789,68,2729,593,393,59,0,40,0,29,23,0,2728,593,393,59,0,40,0,29,23,0,3.5
db9b38e6,3888,989960.3410493827,990071.6887860083,111.3477366255144,1006719.0,1006813.0,112.0,492,242.53060699588477,238.0,155,2880,1352.1213991769548,1371.0,2212,0,104,105,3273,396,218,1,0,8.265151515151516,5.853658536585366,58,2628,575,396,128,29,32,28,42,4,0,2628,575,396,128,29,32,28,42,4,0,3.5
dbecb2a3,4332,844507.6793628809,844616.9272853186,109.24792243767313,751027.5,751143.0,106.0,295,179.90650969529085,198.5,295,1708,734.8090951061865,738.0,0,0,104,105,2901,794,636,1,0,3.6536523929471034,5.7898305084745765,80,2228,590,815,63,140,56,112,32,32,112,2228,590,815,63,140,56,112,32,32,112,3.5
dbede377,3059,599784.3255966002,599859.6397515528,75.31415495259888,574578.0,574578.0,78.0,324,178.30957829355998,196.0,243,1943,776.4749918273945,799.0,799,0,104,105,2263,320,475,1,0,7.071875,5.996913580246914,35,1842,372,266,392,15,64,1,23,10,0,1842,372,266,392,15,64,1,23,10,0,4.0
dbee2b4e,2880,932755.103125,932861.5392361111,106.43611111111112,958482.5,958611.0,104.0,439,217.87118055555555,219.0,48,2478,1241.9496527777778,1235.5,309,0,104,105,2655,177,48,0,0,15.0,5.644646924829157,61,2102,483,177,1,0,12,0,13,43,0,2102,483,177,1,0,12,0,13,43,0,3.5
dbf94a12,1622,1068377.2429099877,1068505.6103575833,128.36744759556103,1201683.0,1201816.0,129.0,228,115.26880394574599,119.0,195,1252,618.0776818742294,627.5,0,0,104,105,1404,155,63,0,0,9.058064516129033,5.491228070175438,17,1132,247,158,0,0,29,1,9,2,0,1132,247,158,0,0,29,1,9,2,0,2.5
dbf9a096,6914,726543.9894417125,726647.6822389355,103.69279722302575,712870.5,712958.5,97.0,793,368.83829910326875,372.0,605,4553,2091.853051778999,2086.5,378,0,104,105,5730,1036,145,3,0,5.530888030888031,5.741488020176544,87,4553,1081,1036,107,0,38,0,37,25,0,4553,1081,1036,107,0,38,0,37,25,0,3.5
dc0d7869,3948,743295.4202127659,743410.2031408309,114.78292806484296,753755.5,753877.0,111.0,443,223.18667679837893,229.0,16,2507,1221.1968085106382,1241.0,78,0,104,105,3090,569,289,0,0,5.430579964850615,5.659142212189616,62,2440,579,569,192,17,24,54,34,14,0,2440,579,569,192,17,24,54,34,14,0,4.0
dc57d9b0,1955,526014.6726342711,526104.2649616369,89.5923273657289,502488.0,502576.0,78.0,266,138.3002557544757,128.0,266,1456,695.427621483376,667.0,530,0,104,105,1653,197,105,0,0,8.390862944162437,5.473684210526316,54,1297,292,197,0,0,67,0,26,20,0,1297,292,197,0,0,67,0,26,20,0,3.0
dc7b3d6e,2073,819021.2894356006,819108.2749638206,86.98552821997106,875519.0,875692.0,79.0,232,112.00337674867342,115.0,0,1297,616.0453449107573,617.0,0,0,104,105,1633,353,87,0,0,4.626062322946176,5.5905172413793105,18,1320,292,359,4,0,63,0,11,3,0,1320,292,359,4,0,63,0,11,3,0,2.5
dc844db4,4618,933040.1396708532,933138.9835426592,98.84387180597662,921623.0,921734.0,101.0,511,249.0716760502382,241.5,123,3015,1467.9870073624945,1430.0,339,0,104,105,3514,473,629,2,0,7.429175475687104,5.900195694716243,59,2834,613,460,157,328,27,113,26,16,2,2834,613,460,157,328,27,113,26,16,2,4.0
dc90585d,4001,562847.6145963509,562949.7573106723,102.14271432141965,576544.0,576674.0,104.0,272,129.22719320169958,131.0,155,1543,716.2496875781055,730.0,901,0,104,105,3332,547,122,0,0,6.091407678244972,5.672794117647059,59,2670,594,547,93,4,16,0,33,20,0,2670,594,547,93,4,16,0,33,20,0,3.5
dcad9665,3218,390643.1128029832,390738.828464885,95.71566190180236,324403.0,324443.5,95.0,448,230.85394655065258,232.0,403,2356,1180.0124300807956,1205.5,783,0,104,105,2726,372,120,0,0,7.327956989247312,5.258928571428571,81,2100,536,372,59,0,47,2,33,13,1,2100,536,372,59,0,47,2,33,13,1,3.0
dcb5cf49,4727,820068.5144912207,820191.7770255976,123.26253437698328,800177.0,800304.0,124.0,642,342.7939496509414,354.0,314,3370,1781.6638459911148,1831.0,3025,0,104,105,4029,611,87,0,0,6.594108019639934,5.249221183800623,66,3208,751,611,54,1,26,5,43,13,0,3208,751,611,54,1,26,5,43,13,0,3.5
dccf967f,2325,938446.5384946236,938540.1075268817,93.56903225806451,870085.0,870162.0,88.0,381,191.52215053763442,194.0,310,1659,836.9488172043011,853.0,991,0,104,105,2219,54,52,0,0,41.092592592592595,4.354330708661418,34,1791,388,54,32,0,20,0,18,14,0,1791,388,54,32,0,20,0,18,14,0,4.5
dd219a5a,2475,854652.9454545454,854717.747070707,64.80161616161617,849998.0,850080.0,60.0,214,117.52363636363637,132.0,133,1259,685.7741414141415,768.0,799,0,104,105,1827,534,111,3,0,3.4213483146067416,5.883177570093458,33,1482,305,534,28,10,64,9,23,7,0,1482,305,534,28,10,64,9,23,7,0,3.0
dd22a7ca,1347,939027.6236080178,939167.5798069785,139.9561989606533,970471.0,970653.0,133.0,212,110.91982182628063,109.0,205,1188,627.2138084632517,633.0,0,0,104,105,1239,52,56,0,0,23.826923076923077,5.60377358490566,13,1006,220,52,0,0,38,0,12,0,0,1006,220,52,0,0,38,0,12,0,0,1.5
dd3bce46,4959,659398.8794111717,659463.4383948377,64.5589836660617,604308.0,604380.0,58.0,335,186.80883242589232,217.0,259,1747,870.0800564629966,938.0,308,0,104,105,3334,976,649,0,0,3.415983606557377,5.214925373134329,77,2678,568,855,52,293,28,163,29,27,46,2678,568,855,52,293,28,163,29,27,46,4.0
dd3d1dd4,6023,732863.0147766893,732995.1937572638,132.17898057446456,615357.0,615495.0,133.0,772,380.74066080026563,382.0,384,3955,1894.8475842603355,2001.0,3944,0,104,105,5121,716,183,3,0,7.152234636871508,5.123056994818653,125,4084,907,716,93,1,84,0,42,59,2,4084,907,716,93,1,84,0,42,59,2,4.5
dd5994c0,4932,992285.5143957826,992363.0330494728,77.51865369018654,1013799.5,1013838.5,75.5,435,237.23114355231144,233.0,233,2521,1382.0176399026764,1366.0,744,0,104,105,3553,995,381,3,0,3.570854271356784,5.795402298850575,76,2816,654,995,103,65,31,179,26,30,0,2815,654,995,103,65,31,179,26,30,0,4.5
dd75c2cc,7637,858363.6763126883,858440.5012439439,76.82493125572869,866365.0,866368.0,9.0,533,260.9307319628126,261.0,391,2911,1353.2151368338352,1276.0,683,46,79,81,3485,154,3998,0,0,22.62987012987013,5.461538461538462,50,2848,581,155,28,265,44,179,14,26,1,2848,581,155,28,265,44,179,14,26,1,5.5
dd88f370,2552,755971.0768025079,756086.553291536,115.47648902821317,536564.5,536689.0,122.0,244,156.63675548589342,179.0,229,1349,688.6794670846396,723.0,0,0,104,105,1520,123,906,2,1,12.357723577235772,5.528688524590164,45,1195,268,122,81,31,27,13,17,13,377,1194,268,122,81,31,27,13,17,13,377,3.0
dd8a5352,9904,1155863.0824919224,1155946.561187399,83.47869547657513,1332697.0,1332810.0,82.0,890,629.2102180936995,788.5,882,4887,2385.921042003231,2345.0,0,0,104,105,5199,299,4406,0,0,17.387959866220736,5.491011235955056,117,4111,961,299,81,10,21,0,46,39,2101,4111,961,299,81,10,21,0,46,39,2101,5.5
ddacfa95,2134,395162.4826616682,395289.59512652294,127.11246485473289,375446.0,375562.0,128.0,244,145.55904404873476,167.0,220,1344,764.3153701968135,842.5,1220,0,104,105,1922,147,62,3,0,13.07482993197279,5.508196721311475,42,1535,339,147,25,0,37,0,23,14,0,1535,339,147,25,0,37,0,23,14,0,3.0
ddd1ed83,1933,889810.2322814278,889876.2193481635,65.98706673564408,883658.0,883736.0,61.0,236,131.47801345059494,142.0,236,1566,798.9989653388516,815.0,1566,0,104,105,1666,100,167,0,0,16.66,6.635593220338983,26,1370,250,100,1,17,15,18,20,5,36,1370,250,100,1,17,15,18,20,5,36,3.5
dde9f6b7,3835,695273.2088657105,695386.1295958279,112.92073011734028,716345.0,716466.0,113.0,356,175.63754889178617,176.0,187,2024,793.9564537157758,755.0,755,0,104,105,2983,703,149,0,0,4.243243243243243,5.685393258426966,49,2399,526,710,82,0,55,0,20,17,0,2399,526,710,82,0,55,0,20,17,0,4.0
ddec0a5b,2574,902954.3655788656,903081.1223776224,126.75679875679876,930572.0,930864.0,121.0,325,151.2128982128982,148.0,15,1897,852.454933954934,771.5,78,0,104,105,2215,319,40,0,0,6.943573667711599,5.836923076923077,47,1791,377,319,34,0,6,0,20,17,0,1791,377,319,34,0,6,0,20,17,0,3.0
ddf1b15f,3783,608743.2519164684,608827.5633095427,84.31139307427968,540029.0,540083.0,79.0,479,219.73830293417922,210.0,24,2712,1223.2305048902988,1227.0,2250,0,104,105,3233,486,64,0,0,6.652263374485597,5.661795407098121,78,2553,590,486,45,0,19,0,23,43,0,2553,590,486,45,0,19,0,23,43,0,4.0
ddf35b9a,4788,793828.0831244779,793950.5906432748,122.50751879699249,761258.0,761399.0,119.5,549,264.6773182957393,275.0,283,2980,1238.1000417710943,1247.0,177,0,104,105,3913,749,126,0,0,5.224299065420561,5.428051001821494,106,3106,683,749,81,0,41,0,43,35,0,3106,683,749,81,0,41,0,43,35,0,4.5
ddfffe1f,4222,879378.5286594031,879514.382283278,135.85362387494078,821417.0,821550.0,138.0,607,330.06229275225013,347.0,590,3299,1779.5528185693984,1862.5,3168,0,104,105,3726,351,142,3,0,10.615384615384615,5.43492586490939,58,2970,693,351,127,0,15,0,32,23,0,2969,693,351,127,0,15,0,32,23,0,4.0
de18d343,5602,910854.6899321671,910919.3461263834,64.65619421635131,910756.5,910825.0,64.0,619,271.626026419136,246.0,290,3333,1469.9957158157802,1376.0,1611,0,104,105,4370,856,371,5,0,5.105140186915888,5.384491114701131,89,3472,803,865,299,0,61,0,32,35,0,3472,803,865,299,0,61,0,32,35,0,4.0
de30215b,2820,997882.0528368794,997948.9868794326,66.93404255319149,1012516.0,1012567.5,60.0,337,157.3078014184397,150.0,110,2058,941.836170212766,897.5,1028,0,104,105,2260,189,368,3,0,11.957671957671957,6.106824925816023,39,1829,376,161,67,137,36,125,20,13,0,1829,376,161,67,137,36,125,20,13,0,4.0
de5a1b34,2342,336205.42356959864,336277.37702818104,71.9534585824082,331384.0,331457.0,69.0,299,154.19769427839452,161.0,220,1827,666.497438087105,562.5,424,0,104,105,2035,193,112,1,1,10.544041450777202,6.110367892976589,38,1660,332,193,23,18,38,28,19,18,1,1660,332,193,23,18,38,28,19,18,1,4.0
de913853,3749,857535.4331821819,857604.5860229394,69.15284075753534,886041.0,886100.0,64.0,386,189.60549479861297,188.0,1,2376,1022.9703921045613,1113.0,1298,0,104,105,3070,584,94,1,0,5.256849315068493,6.155440414507772,78,2450,532,584,43,0,47,1,28,36,0,2449,532,584,43,0,47,1,28,36,0,4.0
de9d6b34,3643,895540.5794674719,895667.9623936316,127.38292615975844,977085.0,977252.0,137.0,362,166.73428493000276,159.0,28,1954,779.6560527038156,705.0,154,0,104,105,2694,624,321,2,2,4.3173076923076925,5.397790055248619,63,2111,518,580,285,4,32,0,31,24,0,2111,518,580,285,4,32,0,31,24,0,4.0
deaac2a1,1928,582452.8065352697,582576.8065352697,124.0,544712.0,544892.5,135.0,235,121.43464730290457,120.0,36,1340,693.698132780083,670.5,219,0,104,105,1351,64,510,1,2,21.109375,5.702127659574468,29,1080,239,63,293,1,12,17,11,9,87,1080,239,63,293,1,12,17,11,9,87,3.0
deb9b876,2599,853917.8630242401,853988.5167372066,70.65371296652559,701171.0,701269.0,70.0,371,186.8210850327049,186.0,15,2114,1015.8953443632166,995.0,64,0,104,105,2366,195,36,2,0,12.133333333333333,5.69811320754717,51,1898,411,194,19,0,17,0,18,20,0,1898,411,194,19,0,17,0,18,20,0,4.0
